序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
1993,杭州,拱墅区,仅剩2间,仅剩2间,独栋·拾光公寓（杭州） 中大银泰店 loft两室 落地窗 电梯口 商住两用 可月付 2室1厅,https://hz.lianjia.com/apartment/89562.html,55.00㎡,2间在租,2室1厅1卫,3100-3200,精装,拾光公寓（杭州）,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,762327,2025/12/9 23:10
1994,杭州,拱墅区,拱墅区-和睦-小河佳苑,拱墅区,整租·小河佳苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2105274849411727360.html,78.50㎡,南,2室1厅1卫,3900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105274849411727360,2025/12/9 23:10
1995,杭州,拱墅区,拱墅区-和睦-和新北苑,拱墅区,整租·和新北苑 3室1厅 南,https://hz.lianjia.com/zufang/HZ2105594452025278464.html,60.00㎡,南,3室1厅1卫,3200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105594452025278464,2025/12/9 23:10
1996,杭州,拱墅区,拱墅区-半山-望宸名邸A区,拱墅区,整租·望宸名邸A区 1室1厅 南,https://hz.lianjia.com/zufang/HZ2105258130714656768.html,57.00㎡,南,1室1厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105258130714656768,2025/12/9 23:10
1997,杭州,拱墅区,仅剩1间,仅剩1间,独栋·拾光公寓（杭州） 中大银泰店 平层一室 落地窗 无中介费 可月付 1室1厅,https://hz.lianjia.com/apartment/89562.html,50.00㎡,1间在租,1室1厅1卫,2500,精装,拾光公寓（杭州）,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,783053,2025/12/9 23:10
1998,杭州,拱墅区,拱墅区-信义坊-仓基新村,拱墅区,整租·仓基新村 2室2厅 南,https://hz.lianjia.com/zufang/HZ2105565867885461504.html,65.00㎡,南,2室2厅1卫,4200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105565867885461504,2025/12/9 23:10
1999,杭州,拱墅区,仅剩2间,仅剩2间,独栋·拾光公寓（杭州） 中大银泰店 loft两室大边套 双卫 两室独立有门 可月付商住两用 2室2厅,https://hz.lianjia.com/apartment/89562.html,85.00㎡,2间在租,2室2厅2卫,4600,精装,拾光公寓（杭州）,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,783513,2025/12/9 23:10
2000,杭州,拱墅区,拱墅区-潮鸣-米兰公寓,拱墅区,整租·米兰公寓 1室0厅 南,https://hz.lianjia.com/zufang/HZ2105518816837500928.html,35.00㎡,南,1室0厅1卫,2900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105518816837500928,2025/12/9 23:10
2001,杭州,拱墅区,拱墅区-桥西-运河万科中心,拱墅区,整租·运河万科中心 2室0厅 南,https://hz.lianjia.com/zufang/HZ2103678909173202944.html,42.00㎡,南,2室0厅1卫,2550,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_TIdF31Ykr.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103678909173202944,2025/12/9 23:10
2002,杭州,拱墅区,拱墅区-万达广场-德信晓宸,拱墅区,合租·德信晓宸 4居室 东卧,https://hz.lianjia.com/zufang/HZ2101161257989046272.html,18.00㎡,东,4室0厅0卫,1100,,,"https://image1.ljcdn.com/110000-inspection/pc1_UedJdIwOs.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2101161257989046272,2025/12/9 23:10
2003,杭州,拱墅区,拱墅区-信义坊-美都广场,拱墅区,整租·美都广场 1室1厅 南,https://hz.lianjia.com/zufang/HZ2103687490035515392.html,40.00㎡,南,1室1厅1卫,3300,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_TsUfJ43q5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103687490035515392,2025/12/9 23:10
2004,杭州,拱墅区,拱墅区-石桥-春语蓝庭,拱墅区,整租·春语蓝庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ2101166434859089920.html,115.00㎡,南,3室2厅2卫,7000,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_9wYh937BJ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2101166434859089920,2025/12/9 23:10
2005,杭州,拱墅区,拱墅区-德胜东-武林之光,拱墅区,整租·武林之光 2室1厅 南,https://hz.lianjia.com/zufang/HZ2103712035370958848.html,55.00㎡,南,2室1厅1卫,3900,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_89IhcwoVg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2103712035370958848,2025/12/9 23:10
2006,杭州,拱墅区,拱墅区-石桥-华丰欣苑,拱墅区,合租·华丰欣苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2103737501863641088.html,30.00㎡,南,3室2厅1卫,2300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103737501863641088,2025/12/9 23:10
2007,杭州,拱墅区,拱墅区-三塘-西文南苑,拱墅区,整租·西文南苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2100863269420924928.html,59.00㎡,南,2室1厅1卫,3300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100863269420924928,2025/12/9 23:10
2008,杭州,拱墅区,拱墅区-潮鸣-泰和苑,拱墅区,整租·泰和苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2100867519521751040.html,55.00㎡,南,2室1厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100867519521751040,2025/12/9 23:10
2009,杭州,拱墅区,拱墅区-三墩-都市水乡水映苑,拱墅区,合租·都市水乡水映苑 4居室 西卧,https://hz.lianjia.com/zufang/HZ2103111962995982336.html,6.67㎡,西,4室1厅1卫,1030,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103111962995982336,2025/12/9 23:10
2010,杭州,拱墅区,拱墅区-万达广场-方正荷塘月色,拱墅区,整租·方正荷塘月色 4室1厅 南/北,https://hz.lianjia.com/zufang/HZ2103772196210999296.html,89.00㎡,南 北,4室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103772196210999296,2025/12/9 23:10
2011,杭州,拱墅区,拱墅区-三塘-香源公寓,拱墅区,合租·香源公寓 3居室 南卧,https://hz.lianjia.com/zufang/HZ2103908489171566592.html,16.60㎡,南,3室1厅1卫,1290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103908489171566592,2025/12/9 23:10
2012,杭州,拱墅区,拱墅区-申花-上尚庭,拱墅区,合租·上尚庭 5居室 北卧,https://hz.lianjia.com/zufang/HZ2103909552742203392.html,20.00㎡,北,5室1厅2卫,1530,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103909552742203392,2025/12/9 23:10
2013,杭州,拱墅区,拱墅区-三塘-欣景苑,拱墅区,合租·欣景苑 4居室 南卧,https://hz.lianjia.com/zufang/HZ2103913392854007808.html,17.50㎡,南,4室1厅2卫,1930,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103913392854007808,2025/12/9 23:10
2014,杭州,拱墅区,拱墅区-三塘-欣景苑,拱墅区,合租·欣景苑 4居室 南卧,https://hz.lianjia.com/zufang/HZ2103908997319884800.html,7.76㎡,南,4室1厅2卫,1130,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103908997319884800,2025/12/9 23:10
2015,杭州,拱墅区,拱墅区-朝晖-朝晖七区,拱墅区,整租·朝晖七区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2103772920185618432.html,60.00㎡,南,2室1厅1卫,3300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103772920185618432,2025/12/9 23:10
2016,杭州,拱墅区,拱墅区-申花-天阳尚景国际,拱墅区,合租·天阳尚景国际 5居室 南卧,https://hz.lianjia.com/zufang/HZ2106958843467530240.html,13.20㎡,南,5室1厅2卫,2190,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106958843467530240,2025/12/9 23:10
2017,杭州,拱墅区,拱墅区-大关-三塘人家,拱墅区,合租·三塘人家 3居室 南卧,https://hz.lianjia.com/zufang/HZ2101184443203977216.html,30.00㎡,南,3室1厅1卫,2300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101184443203977216,2025/12/9 23:10
2018,杭州,拱墅区,拱墅区-万达广场-华盛达阅城,拱墅区,合租·华盛达阅城 6居室 南卧,https://hz.lianjia.com/zufang/HZ2103708367586328576.html,20.00㎡,南,6室0厅4卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103708367586328576,2025/12/9 23:10
2019,杭州,拱墅区,拱墅区-石桥-杨家春晓南苑,拱墅区,整租·杨家春晓南苑 1室1厅 南,https://hz.lianjia.com/zufang/HZ2101181237518401536.html,65.00㎡,南,1室1厅1卫,2400,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101181237518401536,2025/12/9 23:10
2020,杭州,拱墅区,拱墅区-拱宸桥-左岸花园,拱墅区,整租·左岸花园 2室2厅 南,https://hz.lianjia.com/zufang/HZ2101194012642770944.html,89.00㎡,南,2室2厅1卫,3600,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101194012642770944,2025/12/9 23:10
2021,杭州,拱墅区,拱墅区-万达广场-天鸿香榭里,拱墅区,整租·天鸿香榭里 3室1厅 南,https://hz.lianjia.com/zufang/HZ2103768394846175232.html,89.00㎡,南,3室1厅1卫,4300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103768394846175232,2025/12/9 23:10
2022,杭州,拱墅区,拱墅区-三塘-东新园新湖苑,拱墅区,整租·东新园新湖苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ2103730085575000064.html,89.46㎡,南,2室2厅1卫,3500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103730085575000064,2025/12/9 23:10
2023,杭州,拱墅区,拱墅区-申花-融信孔雀蓝轩,拱墅区,合租·融信孔雀蓝轩 4居室 南卧,https://hz.lianjia.com/zufang/HZ2106953411147595776.html,12.00㎡,南,4室1厅1卫,1090,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106953411147595776,2025/12/9 23:10
2024,杭州,拱墅区,拱墅区-朝晖-朝晖九区,拱墅区,合租·朝晖九区 3居室 南卧,https://hz.lianjia.com/zufang/HZ2105962596388569088.html,14.22㎡,南,3室1厅1卫,1630,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105962596388569088,2025/12/9 23:10
2025,杭州,拱墅区,拱墅区-朝晖-朝晖七区,拱墅区,整租·朝晖七区 3室1厅 南,https://hz.lianjia.com/zufang/HZ2101267100537454592.html,70.00㎡,南,3室1厅1卫,4500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101267100537454592,2025/12/9 23:10
2026,杭州,拱墅区,拱墅区-德胜-新青年广场,拱墅区,整租·新青年广场 1室1厅 西北,https://hz.lianjia.com/zufang/HZ2103742906496974848.html,36.00㎡,西北,1室1厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103742906496974848,2025/12/9 23:10
2027,杭州,拱墅区,拱墅区-石桥-泰地北上新城,拱墅区,整租·泰地北上新城 2室2厅 南,https://hz.lianjia.com/zufang/HZ2103741183950848000.html,52.00㎡,南,2室2厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2103741183950848000,2025/12/9 23:10
2028,杭州,拱墅区,拱墅区-湖墅-沈塘东村,拱墅区,整租·沈塘东村 1室1厅 南/北,https://hz.lianjia.com/zufang/HZ2104055320727781376.html,36.00㎡,南 北,1室1厅1卫,2200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2104055320727781376,2025/12/9 23:10
2029,杭州,拱墅区,拱墅区-和睦-吉兴公寓,拱墅区,合租·吉兴公寓 3居室 北卧,https://hz.lianjia.com/zufang/HZ2106218185257648128.html,10.90㎡,北,3室1厅1卫,1360,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106218185257648128,2025/12/9 23:10
2030,杭州,拱墅区,拱墅区-申花-昆仑橡树园,拱墅区,整租·昆仑橡树园 3室1厅 东南,https://hz.lianjia.com/zufang/HZ2100186326031663104.html,85.93㎡,东南,3室1厅1卫,5300,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_ye4ZKPw6M.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2100186326031663104,2025/12/9 23:11
2031,杭州,拱墅区,拱墅区-和平-野风现代之窗,拱墅区,整租·野风现代之窗 1室1厅 南,https://hz.lianjia.com/zufang/HZ2100191387835170816.html,35.00㎡,南,1室1厅1卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2100191387835170816,2025/12/9 23:11
2032,杭州,拱墅区,拱墅区-桥西-富越香郡,拱墅区,整租·富越香郡 2室2厅 南,https://hz.lianjia.com/zufang/HZ2096804692485996544.html,89.00㎡,南,2室2厅1卫,4800,,,"https://image1.ljcdn.com/110000-inspection/pc1_KzSfNCQQW.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2096804692485996544,2025/12/9 23:11
2033,杭州,拱墅区,拱墅区-德胜东-新德佳苑,拱墅区,合租·新德佳苑 2居室 南卧,https://hz.lianjia.com/zufang/HZ2096898474304864256.html,80.00㎡,南,2室1厅1卫,3980,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2096898474304864256,2025/12/9 23:11
2034,杭州,拱墅区,拱墅区-建国北路-树园,拱墅区,整租·树园 1室1厅 南,https://hz.lianjia.com/zufang/HZ2096899591776501760.html,40.00㎡,南,1室1厅1卫,2850,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2096899591776501760,2025/12/9 23:11
2035,杭州,拱墅区,拱墅区-石桥-春语蓝庭,拱墅区,整租·春语蓝庭 3室2厅 南,https://hz.lianjia.com/zufang/HZ2100165336954306560.html,98.00㎡,南,3室2厅1卫,6500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100165336954306560,2025/12/9 23:11
2036,杭州,拱墅区,拱墅区-运河新城-潮和阅江台轩,拱墅区,整租·潮和阅江台轩 3室2厅 南,https://hz.lianjia.com/zufang/HZ2096917392071327744.html,99.00㎡,南,3室2厅2卫,4700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2096917392071327744,2025/12/9 23:11
2037,杭州,拱墅区,拱墅区-石桥-田逸之星,拱墅区,整租·田逸之星 1室1厅 西,https://hz.lianjia.com/zufang/HZ2100253281933590528.html,29.90㎡,西,1室1厅1卫,2000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100253281933590528,2025/12/9 23:11
2038,杭州,拱墅区,拱墅区-石桥-田逸之星,拱墅区,整租·田逸之星 1室1厅 西,https://hz.lianjia.com/zufang/HZ2100254840310464512.html,29.77㎡,西,1室1厅1卫,2000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100254840310464512,2025/12/9 23:11
2039,杭州,拱墅区,拱墅区-朝晖-昆仑公馆,拱墅区,整租·昆仑公馆 3室2厅 南,https://hz.lianjia.com/zufang/HZ2100408697799835648.html,178.00㎡,南,3室2厅2卫,13000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100408697799835648,2025/12/9 23:11
2040,杭州,拱墅区,拱墅区-桥西-远洋大河宸章,拱墅区,整租·远洋大河宸章 2室2厅 南,https://hz.lianjia.com/zufang/HZ2097227671560781824.html,89.00㎡,南,2室2厅1卫,7500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2097227671560781824,2025/12/9 23:11
2041,杭州,拱墅区,拱墅区-三墩-亲亲家园四期,拱墅区,整租·亲亲家园四期 3室1厅 南,https://hz.lianjia.com/zufang/HZ2099711513722880000.html,113.00㎡,南,3室1厅2卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2099711513722880000,2025/12/9 23:11
2042,杭州,拱墅区,拱墅区-德胜东-德胜东村,拱墅区,整租·德胜东村 2室1厅 南,https://hz.lianjia.com/zufang/HZ2100505216754384896.html,70.00㎡,南,2室1厅1卫,5000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100505216754384896,2025/12/9 23:11
2043,杭州,拱墅区,拱墅区-运河新城-平安雅苑,拱墅区,整租·平安雅苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2100154106176864256.html,68.24㎡,南,2室1厅1卫,2700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100154106176864256,2025/12/9 23:11
2044,杭州,拱墅区,拱墅区-半山-金隅田员外,拱墅区,整租·金隅田员外 2室1厅 东南,https://hz.lianjia.com/zufang/HZ2100155660518817792.html,89.00㎡,东南,2室1厅1卫,4100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100155660518817792,2025/12/9 23:11
2045,杭州,拱墅区,精选,精选,整租·锦园小区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2321943702073262080.html,拱墅区-建国北路-锦园小区,44.79㎡,南,3790,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2321943702073262080,2025/12/9 23:11
2046,杭州,拱墅区,拱墅区-半山-金隅田员外,拱墅区,整租·金隅田员外 3室2厅 南,https://hz.lianjia.com/zufang/HZ2100433771126849536.html,120.00㎡,南,3室2厅2卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100433771126849536,2025/12/9 23:11
2047,杭州,拱墅区,拱墅区-石桥-田逸之星,拱墅区,整租·田逸之星 1室1厅 南,https://hz.lianjia.com/zufang/HZ2100528566151151616.html,3444.87㎡,南,1室1厅1卫,1800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100528566151151616,2025/12/9 23:11
2048,杭州,拱墅区,仅剩1间,仅剩1间,独栋·艾遇公寓 西城时代店 朝南一室一厅 客厅朝南 房间朝南 1室1厅,https://hz.lianjia.com/apartment/78604.html,40.00㎡,1间在租,1室1厅1卫,2500,精装,艾遇公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,872435,2025/12/9 23:11
2049,杭州,拱墅区,拱墅区-石桥-田逸之星,拱墅区,整租·田逸之星 1室1厅 南,https://hz.lianjia.com/zufang/HZ2100468224876347392.html,3444.87㎡,南,1室1厅1卫,1700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100468224876347392,2025/12/9 23:11
2050,杭州,拱墅区,拱墅区-石桥-田逸之星,拱墅区,整租·田逸之星 1室1厅 南,https://hz.lianjia.com/zufang/HZ2100524803545890816.html,3444.87㎡,南,1室1厅1卫,1800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100524803545890816,2025/12/9 23:11
2051,杭州,拱墅区,仅剩1间,仅剩1间,独栋·艾遇公寓 西城时代店 独门独户公寓 带阳台 独立厨房 开间,https://hz.lianjia.com/apartment/78604.html,30.00㎡,1间在租,1室0厅1卫,1800,精装,艾遇公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,872441,2025/12/9 23:11
