序号,标题,链接,区域,区域分类,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
999,整租·丽水嘉园 1室0厅 北,https://bj.lianjia.com/zufang/BJ1959579871730466816.html,朝阳-朝阳公园-丽水嘉园,朝阳,60.00㎡,北,1室0厅1卫,7100,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1959579871730466816,2025/12/8 20:51
1000,整租·禄长街头条19号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ2076339337544335360.html,西城-陶然亭-禄长街头条19号院,西城,54.34㎡,南,2室1厅1卫,7090,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2076339337544335360,2025/12/8 20:51
1001,整租·北坞嘉园南里 2室1厅 南,https://bj.lianjia.com/zufang/BJ2076631426043740160.html,海淀-颐和园-北坞嘉园南里,海淀,86.00㎡,南,2室1厅1卫,8530,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2076631426043740160,2025/12/8 20:51
1002,整租·甘雨胡同33号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ2076727143856865280.html,东城-灯市口-甘雨胡同33号院,东城,60.21㎡,南,2室1厅1卫,9089,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2076727143856865280,2025/12/8 20:51
1003,整租·东环居苑 1室1厅 南,https://bj.lianjia.com/zufang/BJ1959560057142116352.html,东城-广渠门-东环居苑,东城,60.00㎡,南,1室1厅1卫,5500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1959560057142116352,2025/12/8 20:51
1004,整租·硅谷SOHO 1房间 北,https://bj.lianjia.com/zufang/BJ1960989080078516224.html,昌平-南邵-硅谷SOHO,昌平,49.00㎡,北,1房间1卫,3000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1960989080078516224,2025/12/8 20:51
1005,整租·祖家庄小区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1960944307422625792.html,丰台-右安门外-祖家庄小区,丰台,70.00㎡,南 北,2室1厅1卫,6350,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1960944307422625792,2025/12/8 20:51
1006,整租·丽泽雅园 2室1厅 西,https://bj.lianjia.com/zufang/BJ2077089796559208448.html,丰台-马连道-丽泽雅园,丰台,106.75㎡,西,2室1厅1卫,7560,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2077089796559208448,2025/12/8 20:51
1007,整租·城建上河湾北区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1960646501872959488.html,密云-密云镇-城建上河湾北区,密云,90.54㎡,南 北,2室1厅1卫,1500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1960646501872959488,2025/12/8 20:51
1008,整租·世界城 1房间 南,https://bj.lianjia.com/zufang/BJ1961312087208624128.html,朝阳-东大桥-世界城,朝阳,57.00㎡,南,1房间1卫,7500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1961312087208624128,2025/12/8 20:51
1009,整租·香悦四季东区 2房间 东/西,https://bj.lianjia.com/zufang/BJ1961669890045640704.html,顺义-马坡-香悦四季东区,顺义,72.00㎡,东 西,2房间1卫,2900,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1961669890045640704,2025/12/8 20:51
1010,整租·保利西山林语 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1961653818118635520.html,海淀-海淀北部新区-保利西山林语,海淀,146.19㎡,南 北,3室1厅2卫,13000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1961653818118635520,2025/12/8 20:51
1011,整租·白家庄北里 1室1厅 南,https://bj.lianjia.com/zufang/BJ1858973023055380480.html,朝阳-三里屯-白家庄北里,朝阳,41.90㎡,南,1室1厅1卫,6290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1858973023055380480,2025/12/8 20:51
1012,整租·毛纺厂南小区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1962132658192384000.html,海淀-清河-毛纺厂南小区,海淀,42.40㎡,南,1室1厅1卫,4500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1962132658192384000,2025/12/8 20:51
1013,整租·永内西街北里 2室1厅 南,https://bj.lianjia.com/zufang/BJ2078528794234191872.html,西城-陶然亭-永内西街北里,西城,57.46㎡,南,2室1厅1卫,6060,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2078528794234191872,2025/12/8 20:51
1014,整租·远洋天著二期 7室2厅 南,https://bj.lianjia.com/zufang/BJ1962035787570610176.html,北京经济技术开发区-亦庄-远洋天著二期,北京经济技术开发区,370.00㎡,南,7室2厅4卫,32000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1962035787570610176,2025/12/8 20:51
1015,整租·将府家园 2室1厅 西,https://bj.lianjia.com/zufang/BJ1961990434808922112.html,朝阳-酒仙桥-将府家园,朝阳,92.00㎡,西,2室1厅1卫,7600,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1961990434808922112,2025/12/8 20:51
1016,整租·杜家坎44号院 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1962465673602924544.html,丰台-杜家坎-杜家坎44号院,丰台,61.42㎡,东南,2室1厅1卫,4200,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1962465673602924544,2025/12/8 20:51
1017,整租·大牛坊四期 1室1厅 东,https://bj.lianjia.com/zufang/BJ2079201778628296704.html,海淀-海淀北部新区-大牛坊四期,海淀,55.00㎡,东,1室1厅1卫,5260,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2079201778628296704,2025/12/8 20:51
1018,整租·古城现代嘉园 1室1厅 南,https://bj.lianjia.com/zufang/BJ2079211044609196032.html,石景山-古城-古城现代嘉园,石景山,50.00㎡,南,1室1厅1卫,4330,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2079211044609196032,2025/12/8 20:51
1019,整租·泰禾中央广场 2室1厅 北,https://bj.lianjia.com/zufang/BJ2079276955600945152.html,大兴-黄村火车站-泰禾中央广场,大兴,61.63㎡,北,2室1厅1卫,3490,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2079276955600945152,2025/12/8 20:51
1020,整租·观音寺南里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1963103754542645248.html,大兴-观音寺-观音寺南里,大兴,75.52㎡,南 北,2室1厅1卫,2700,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1963103754542645248,2025/12/8 20:51
1021,整租·仁和花园二区 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ2074002589686431744.html,顺义-顺义城-仁和花园二区,顺义,90.00㎡,南 北,2室2厅1卫,3300,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/102c4027-dec7-4719-ac59-45359735c24e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2074002589686431744,2025/12/8 20:52
1022,整租·前永康一巷 1室1厅 西,https://bj.lianjia.com/zufang/BJ2074031167601901568.html,东城-东直门-前永康一巷,东城,26.30㎡,西,1室1厅1卫,5900,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_N3gj2B0LM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2074031167601901568,2025/12/8 20:52
1023,整租·京投银泰琨御府 3房间 南/北,https://bj.lianjia.com/zufang/BJ2074037036179783680.html,海淀-四季青-京投银泰琨御府,海淀,85.40㎡,南 北,3房间1卫,13000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ2074037036179783680,2025/12/8 20:52
1024,整租·水晶屿 2房间 南,https://bj.lianjia.com/zufang/BJ2085192649228156928.html,精选,精选,昌平-东关-水晶屿,51.04㎡,南,3560,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2085192649228156928,2025/12/8 20:52
1025,整租·富力飞常HAOS 4房间 南,https://bj.lianjia.com/zufang/BJ2074012184601427968.html,大兴-大兴新机场-富力飞常HAOS,大兴,114.30㎡,南,4房间1卫,3400,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074012184601427968,2025/12/8 20:52
1026,整租·兴海家园星苑 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ2074006334155522048.html,大兴-西红门-兴海家园星苑,大兴,62.00㎡,南 北,1室1厅1卫,3800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074006334155522048,2025/12/8 20:52
1027,整租·荞馨园 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ2074003180982632448.html,通州-乔庄-荞馨园,通州,116.08㎡,南 北,3室1厅1卫,4000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074003180982632448,2025/12/8 20:52
1028,整租·林肯公园A区 3房间 东北,https://bj.lianjia.com/zufang/BJ2074081217875017728.html,北京经济技术开发区-亦庄-林肯公园A区,北京经济技术开发区,93.00㎡,东北,3房间1卫,7200,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074081217875017728,2025/12/8 20:52
1029,整租·荣丰2008 1室1厅 南,https://bj.lianjia.com/zufang/BJ2074080048737943552.html,西城-广安门-荣丰2008,西城,39.65㎡,南,1室1厅1卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074080048737943552,2025/12/8 20:52
1030,整租·金宝城南区 5室2厅 南/北,https://bj.lianjia.com/zufang/BJ2074074287832039424.html,顺义-马坡-金宝城南区,顺义,315.62㎡,南 北,5室2厅3卫,15000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074074287832039424,2025/12/8 20:52
1031,整租·光辉里小区 1室1厅 西,https://bj.lianjia.com/zufang/BJ2085762679502274560.html,精选,精选,朝阳-CBD-光辉里小区,43.40㎡,西,6169,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2085762679502274560,2025/12/8 20:52
1032,整租·蔚园 2室1厅 南,https://bj.lianjia.com/zufang/BJ2074072586983047168.html,丰台-青塔-蔚园,丰台,74.00㎡,南,2室1厅1卫,5200,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074072586983047168,2025/12/8 20:52
1033,整租·红木林南区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2074075009810169856.html,大兴-枣园-红木林南区,大兴,104.00㎡,南 北,3室2厅2卫,7500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074075009810169856,2025/12/8 20:52
1034,整租·北京华侨城1号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ2086743669284536320.html,精选,精选,朝阳-欢乐谷-北京华侨城1号院,124.00㎡,南,8690,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2086743669284536320,2025/12/8 20:52
1035,整租·西黄城根南街9号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ2074042041477627904.html,西城-西单-西黄城根南街9号院,西城,57.30㎡,南,2室1厅1卫,9500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074042041477627904,2025/12/8 20:52
1036,整租·羊肉胡同120号院 1室1厅 南,https://bj.lianjia.com/zufang/BJ2074058726603489280.html,西城-金融街-羊肉胡同120号院,西城,43.60㎡,南,1室1厅1卫,6300,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074058726603489280,2025/12/8 20:52
1037,整租·中海馥园 3室1厅 东南/西南/西,https://bj.lianjia.com/zufang/BJ2074042368075497472.html,海淀-甘家口-中海馥园,海淀,127.51㎡,东南 西南 西,3室1厅1卫,19500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074042368075497472,2025/12/8 20:52
1038,整租·蓝岸丽舍二期 5室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ2074054959833284608.html,顺义-顺义其它-蓝岸丽舍二期,顺义,477.57㎡,南 北,5室2厅4卫,13000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074054959833284608,2025/12/8 20:52
1039,整租·华贸城 2室1厅 南,https://bj.lianjia.com/zufang/BJ2085590909038100480.html,朝阳-北苑-华贸城,朝阳,95.26㎡,南,2室1厅1卫,8290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2085590909038100480,2025/12/8 20:52
1040,整租·西环里35号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ2074071117294731264.html,昌平-西关环岛-西环里35号院,昌平,72.15㎡,南,2室1厅1卫,2600,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074071117294731264,2025/12/8 20:52
1041,整租·新建巷小区 2室1厅 南,https://bj.lianjia.com/zufang/BJ2074095751847215104.html,房山-良乡-新建巷小区,房山,51.83㎡,南,2室1厅1卫,2100,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074095751847215104,2025/12/8 20:52
1042,整租·上地佳园 6室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ2074100314851508224.html,海淀-上地-上地佳园,海淀,314.00㎡,南 北,6室2厅3卫,23000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074100314851508224,2025/12/8 20:52
1043,整租·远洋山水 1室1厅 西,https://bj.lianjia.com/zufang/BJ2085981038344929280.html,石景山-鲁谷-远洋山水,石景山,56.38㎡,西,1室1厅1卫,5390,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2085981038344929280,2025/12/8 20:52
1044,整租·崇文门东大街 2室1厅 南,https://bj.lianjia.com/zufang/BJ2086149092295049216.html,东城-崇文门-崇文门东大街,东城,59.97㎡,南,2室1厅1卫,7689,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2086149092295049216,2025/12/8 20:52
1045,整租·顶秀美泉小镇C区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2074116669382328320.html,怀柔-怀柔-顶秀美泉小镇C区,怀柔,117.17㎡,南 北,3室2厅2卫,4000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074116669382328320,2025/12/8 20:52
1046,整租·新中西街 2室1厅 东,https://bj.lianjia.com/zufang/BJ2086360737961213952.html,东城-朝阳门外-新中西街,东城,57.74㎡,东,2室1厅1卫,7430,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2086360737961213952,2025/12/8 20:52
1047,整租·嘉禾园 2室1厅 西,https://bj.lianjia.com/zufang/BJ2086665871203237888.html,朝阳-潘家园-嘉禾园,朝阳,80.01㎡,西,2室1厅1卫,7030,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2086665871203237888,2025/12/8 20:52
1048,整租·清澄名苑北区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2074101815502176256.html,大兴-黄村中-清澄名苑北区,大兴,105.40㎡,南 北,2室1厅1卫,5800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074101815502176256,2025/12/8 20:52
1049,整租·首开龙湖天琅 2室1厅 东,https://bj.lianjia.com/zufang/BJ2074117658403405824.html,大兴-瀛海-首开龙湖天琅,大兴,75.00㎡,东,2室1厅1卫,3600,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2074117658403405824,2025/12/8 20:52
1050,整租·京泉馨苑 2室1厅 南,https://bj.lianjia.com/zufang/BJ2087238225440538624.html,海淀-西山-京泉馨苑,海淀,93.46㎡,南,2室1厅1卫,6930,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2087238225440538624,2025/12/8 20:52
1051,整租·圆明园东里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2050430593119813632.html,海淀-五道口-圆明园东里,海淀,62.00㎡,南 北,2室1厅1卫,8000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_CtR3am6ww.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2050430593119813632,2025/12/8 20:55
1052,整租·官书院 3室1厅 西北,https://bj.lianjia.com/zufang/BJ2050430122124640256.html,东城-安定门-官书院,东城,90.41㎡,西北,3室1厅1卫,13800,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/bd8261d0-d16d-4e42-b560-25cccc88cfad_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2050430122124640256,2025/12/8 20:55
1053,整租·首开香溪郡 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2050434385810817024.html,通州-通州其它-首开香溪郡,通州,83.68㎡,南 北,2室1厅1卫,4000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/2a6e4cce-8b07-4021-9fac-d71a35a62c63_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2050434385810817024,2025/12/8 20:55
1054,整租·翰林庭院 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2050787291831468032.html,大兴-黄村火车站-翰林庭院,大兴,109.20㎡,南 北,2室1厅1卫,4500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2050787291831468032,2025/12/8 20:55
1055,整租·棕榈泉国际公寓 4室2厅 南/北,https://bj.lianjia.com/zufang/BJ2050590272584155136.html,朝阳-朝阳公园-棕榈泉国际公寓,朝阳,370.00㎡,南 北,4室2厅1卫,55000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2050590272584155136,2025/12/8 20:55
1056,整租·双榆树北路 2室1厅 南,https://bj.lianjia.com/zufang/BJ2050537046224666624.html,海淀-双榆树-双榆树北路,海淀,53.70㎡,南,2室1厅1卫,9000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2050537046224666624,2025/12/8 20:55
